Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,Moeda,Valor_anuncio,Tipo_anuncio,Valor_anuncio_float
,Jardim Bonfiglioli,São Paulo,140,3,3,2,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Senador Vergueiro,Santo Amaro,São Paulo,1000,4,6,5,R$ 5.500.000,R$,5.500.000,,5500000.0
,Vila Dom Pedro I,São Paulo,149,2,1,1,R$ 490.000,R$,490.000,,490000.0
,Parque Boturussu,São Paulo,165,3,1,3,R$ 485.000,R$,485.000,,485000.0
Rua Jaboticabal,Vila Bertioga,São Paulo,170,3,2,2,R$ 650.000,R$,650.000,,650000.0
,Jardim Sílvia (Zona Oeste),São Paulo,1100,4,5,6,R$ 9.000.000,R$,9.000.000,,9000000.0
Rua Adonis,São João Clímaco,São Paulo,120,2,1,2,R$ 510.000,R$,510.000,,510000.0
,Jardim Paulista,São Paulo,203,3,4,1,R$ 2.800.000,R$,2.800.000,,2800000.0
Rua Maestro Bortolucci,Tremembé,São Paulo,68,2,3,1,R$ 360.000,R$,360.000,,360000.0
"Rua Cachoeira Escura, 121 ",Jardim Triana,São Paulo,150,3,5,3,R$ 790.004,R$,790.004,,790004.0
Rua Meruoca,Jardim da Glória,São Paulo,112,2,2,1,R$ 620.000,R$,620.000,,620000.0
Rua Padre Luís Soriano,Jardim da Glória,São Paulo,200,3,1,2,R$ 960.000,R$,960.000,,960000.0
Rua Mariz e Barros,Jardim da Glória,São Paulo,115,3,3,2,R$ 1.150.000,R$,1.150.000,,1150000.0
"Rua Catuquina, 55 ",Vila Formosa,São Paulo,130,1,1,1,R$ 233.376,R$,233.376,,233376.0
,Sumaré,São Paulo,430,2,5,5,R$ 2.000.000,R$,2.000.000,,2000000.0
"Rua Ângelo de Cândia, 625 ",Cidade São Mateus,São Paulo,350,3,2,2,R$ 650.000,R$,650.000,,650000.0
Avenida Senador Casimiro da Rocha,Mirandópolis,São Paulo,200,3,3,2,R$ 1.340.000,R$,1.340.000,,1340000.0
Avenida Nova Cantareira,Tucuruvi,São Paulo,250,3,4,4,R$ 900.000,R$,900.000,,900000.0
Rua Campina da Taborda,Planalto Paulista,São Paulo,280,5,5,4,R$ 2.200.000,R$,2.200.000,,2200000.0
Rua Líbero Ripole,Jardim Umuarama,São Paulo,175,3,5,4,R$ 948.000,R$,948.000,,948000.0
"Rua Pirajuia, 0 ",Jaguaré,São Paulo,230,4,4,4,R$ 700.000,R$,700.000,,700000.0
,Cidade Domitila,São Paulo,70,2,1,1,R$ 325.000,R$,325.000,,325000.0
,Brooklin Paulista,São Paulo,405,3,5,4,R$ 3.140.000,R$,3.140.000,,3140000.0
Rua Presidente Antônio Cândido,Alto da Lapa,São Paulo,545,4,6,3,R$ 2.200.000,R$,2.200.000,,2200000.0
Rua Dinah Silveira de Queiroz,City América,São Paulo,365,3,3,4,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Olegário Mariano,Jardim Guedala,São Paulo,680,5,8,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Macarani,Bosque da Saúde,São Paulo,455,4,5,10,R$ 2.500.000,R$,2.500.000,,2500000.0
Rua São Rafael,Mooca,São Paulo,91,3,2,2,R$ 750.000,R$,750.000,,750000.0
"Rua João Gomes Pereira, 1159 ",Jardim Tietê,São Paulo,120,3,2,2,R$ 350.000,R$,350.000,,350000.0
Avenida Albert Bartholome,Jardim das Vertentes,São Paulo,170,3,4,2,R$ 780.000,R$,780.000,,780000.0
,Jardim Panorama,São Paulo,850,4,8,7,R$ 8.000.000,R$,8.000.000,,8000000.0
Rua Pais da Silva,Chácara Santo Antônio (Zona Sul),São Paulo,171,3,3,2,R$ 810.000,R$,810.000,,810000.0
Rua João Roman Wirkus,Jardim Rio Pequeno,São Paulo,112,2,2,2,R$ 320.000,R$,320.000,,320000.0
Rua Marquês de Maricá,Sacomã,São Paulo,110,3,3,3,R$ 570.000,R$,570.000,,570000.0
,Jardim Leonor,São Paulo,900,3,3,5,R$ 5.500.000,R$,5.500.000,,5500000.0
Avenida Tenente Júlio Prado Neves,Vila Albertina,São Paulo,564,3,2,10,R$ 1.250.000,R$,1.250.000,,1250000.0
Rua Vitorino de Morais,Chácara Santo Antônio (Zona Sul),São Paulo,200,4,3,2,R$ 1.375.000,R$,1.375.000,,1375000.0
Rua Arthur Baptistucci,Vila Santo Estéfano,São Paulo,130,3,3,3,R$ 700.000,R$,700.000,,700000.0
Rua Afonso Moreira,Vila Talarico,São Paulo,180,3,1,2,R$ 850.000,R$,850.000,,850000.0
,Alto de Pinheiros,São Paulo,670,4,5,6,R$ 2.990.000,R$,2.990.000,,2990000.0
,Vila Romana,São Paulo,214,3,3,3,R$ 1.400.000,R$,1.400.000,,1400000.0
"Rua Santo Irineu, 550 ",Bosque da Saúde,São Paulo,200,3,3,2,R$ 1.200.000,R$,1.200.000,,1200000.0
,Vila São Silvestre,São Paulo,220,3,1,4,R$ 900.000,R$,900.000,,900000.0
Rua Capitão Luís Rodrigues de Albuquerque,Vila Irmãos Arnoni,São Paulo,210,3,5,4,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Booker Pittman,Chácara Santo Antônio (Zona Sul),São Paulo,210,3,3,3,R$ 1.490.000,R$,1.490.000,,1490000.0
Rua Santa Crescência,Ferreira,São Paulo,145,3,2,2,R$ 810.000,R$,810.000,,810000.0
"Rua Belarmino Barreto, 95 ",Vila Fachini,São Paulo,92,2,1,2,R$ 359.000,R$,359.000,,359000.0
"Rua Avaré, 428 ",Consolação,São Paulo,452,5,6,6,R$ 3.195.980,R$,3.195.980,,3195980.0
Avenida Giovanni Gronchi,Morumbi,São Paulo,390,4,1,10,R$ 2.500.000,R$,2.500.000,,2500000.0
,Parque Monteiro Soares,São Paulo,245,4,5,4,R$ 1.150.000,R$,1.150.000,,1150000.0
Rua Barra Negra,Vila Oratório,São Paulo,158,3,3,6,R$ 1.330.000,R$,1.330.000,,1330000.0
Rua Benjamin Costa,Jardim Aeroporto,São Paulo,200,3,3,2,R$ 870.000,R$,870.000,,870000.0
,Vila Marieta,São Paulo,149,2,2,2,R$ 430.000,R$,430.000,,430000.0
Rua Manguaba,Jardim Umuarama,São Paulo,145,4,3,2,R$ 749.000,R$,749.000,,749000.0
,Jardim Europa,São Paulo,479,3,3,3,R$ 9.000.000,R$,9.000.000,,9000000.0
"Rua João GaSão Pauloar, 850 ",Jardim São Luís,São Paulo,128,2,1,1,R$ 480.000,R$,480.000,,480000.0
Rua Pelegrino,Jardim do Colégio (Zona Norte),São Paulo,180,3,3,4,R$ 639.000,R$,639.000,,639000.0
Rua Francisco Farel,Jardim das Bandeiras,São Paulo,310,3,5,2,R$ 3.191.489,R$,3.191.489,,3191489.0
Rua Beijuí,Vila Isa,São Paulo,140,3,2,3,R$ 700.000,R$,700.000,,700000.0
,Morumbi,São Paulo,659,5,5,6,R$ 4.800.000,R$,4.800.000,,4800000.0
Rua José Ubaldo Lomônaco,Jardim da Glória,São Paulo,253,3,4,6,R$ 1.650.000,R$,1.650.000,,1650000.0
"Rua João Batista Pereira, 0 ",Jardim Pinheiros,São Paulo,140,3,4,3,R$ 750.000,R$,750.000,,750000.0
,Jardim da Glória,São Paulo,105,2,1,1,R$ 570.000,R$,570.000,,570000.0
"Rua Doutor Rafael Caramuru Lanzelloti, 77 ",Aclimação,São Paulo,120,3,2,1,R$ 900.001,R$,900.001,,900001.0
"Rua Pedro Ravara, 30 ",Jardim Ipanema (Zona Oeste),São Paulo,710,5,3,6,R$ 1.340.000,R$,1.340.000,,1340000.0
"Rua Alberto Hodge, 932 ",Santo Amaro,São Paulo,140,3,4,2,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Fidélis Papini,Vila Prudente,São Paulo,210,3,2,4,R$ 695.000,R$,695.000,,695000.0
"Rua General Sócrates, 78 ",Penha de França,São Paulo,250,3,2,1,R$ 1.150.000,R$,1.150.000,,1150000.0
"Rua Cuiabá, , 758 ",Alto da Mooca,São Paulo,160,2,1,2,R$ 800.000,R$,800.000,,800000.0
"Rua Ordenações Manuelinas, 49 ",Vila Sonia,São Paulo,158,3,3,3,R$ 785.005,R$,785.005,,785005.0
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,São Paulo,343,4,7,4,R$ 8.634.300,R$,8.634.300,,8634300.0
"Rua Doutor Queirós Guimarães, 471 ",Jardim Guedala,São Paulo,411,4,4,4,R$ 2.350.014,R$,2.350.014,,2350014.0
,Jardim Leonor Mendes de Barros,São Paulo,180,3,4,4,R$ 1.210.000,R$,1.210.000,,1210000.0
"Rua Ouvidor Peleja, 780 ",Vila Mariana,São Paulo,160,1,2,2,R$ 1.200.000,R$,1.200.000,,1200000.0
"Rua Tomé de Souza, 606 ",Lapa,São Paulo,700,4,6,6,R$ 3.300.000,R$,3.300.000,,3300000.0
Rua Ipero,Jardim das Bandeiras,São Paulo,230,3,4,3,R$ 3.000.000,R$,3.000.000,,3000000.0
,Jardim da Saúde,São Paulo,250,3,4,4,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Pero Correia,Vila Mariana,São Paulo,210,3,6,4,R$ 1.260.000,R$,1.260.000,,1260000.0
Rua Laplace,Brooklin Paulista,São Paulo,450,3,5,4,R$ 3.200.000,R$,3.200.000,,3200000.0
Rua Búzios,Jardim Franca,São Paulo,59,2,3,1,R$ 375.000,R$,375.000,,375000.0
"Rua Olímpio de Campos, 118 ",Jardim Vila Formosa,São Paulo,200,4,3,2,R$ 732.000,R$,732.000,,732000.0
,Interlagos,São Paulo,798,4,7,5,R$ 2.680.000,R$,2.680.000,,2680000.0
Rua Andrade Neves,Bela Aliança,São Paulo,502,4,6,4,R$ 2.990.000,R$,2.990.000,,2990000.0
Rua Manguatá,Cidade Monções,São Paulo,212,4,4,4,R$ 1.900.000,R$,1.900.000,,1900000.0
"Rua Endê, 66 ",Vila Madalena,São Paulo,404,3,4,6,R$ 6.180.000,R$,6.180.000,,6180000.0
,Jardim Europa,São Paulo,520,4,4,3,R$ 15.000.000,R$,15.000.000,,15000000.0
Rua Adolfo de Menezes,Jardim Cotiana,São Paulo,300,3,4,6,R$ 790.000,R$,790.000,,790000.0
Rua Lázaro Sousa Martins,Água Branca,São Paulo,200,4,3,2,R$ 1.210.000,R$,1.210.000,,1210000.0
Rua Búzios,Jardim Franca,São Paulo,59,2,3,1,R$ 375.000,R$,375.000,,375000.0
,Vila Regente Feijó,São Paulo,95,2,1,1,R$ 430.000,R$,430.000,,430000.0
Rua Augusto Perroni,Conjunto Residencial Butantã,São Paulo,153,3,3,2,R$ 790.000,R$,790.000,,790000.0
Rua Orlando Pelegrino,Lauzane Paulista,São Paulo,175,3,4,2,R$ 750.000,R$,750.000,,750000.0
"Rua Guateque, 98 ",Jardim Avenida,São Paulo,155,2,1,2,R$ 328.000,R$,328.000,,328000.0
"Rua Pirandello, 785 ",Campo Belo,São Paulo,450,3,5,3,R$ 1.750.000,R$,1.750.000,,1750000.0
,Vila Santa Catarina,São Paulo,130,3,1,2,R$ 560.000,R$,560.000,,560000.0
Rua Diamante Preto,Chácara Califórnia,São Paulo,120,1,1,3,R$ 420.000,R$,420.000,,420000.0
Rua Doutor Cabral de Vasconcelos,Vila dos Remédios,São Paulo,160,3,2,2,R$ 500.000,R$,500.000,,500000.0
Rua Cristina de Vasconcelos Ceccato,Jardim São Nicolau,São Paulo,250,2,3,3,R$ 450.000,R$,450.000,,450000.0
,Tatuapé,São Paulo,267,4,3,4,R$ 890.000,R$,890.000,,890000.0
Rua Gonçalo da Cunha,Chácara Inglesa,São Paulo,162,3,1,4,R$ 1.400.000,R$,1.400.000,,1400000.0
,Vila Romana,São Paulo,169,3,3,2,R$ 1.100.000,R$,1.100.000,,1100000.0
Rua Antônio Lourenço,Água Fria,São Paulo,314,3,4,3,R$ 1.195.000,R$,1.195.000,,1195000.0
Rua Jaguanambi,Cidade Jardim,São Paulo,589,4,6,6,R$ 4.000.000,R$,4.000.000,,4000000.0
Rua Francisco Arvani,Santo Amaro,São Paulo,154,2,2,2,R$ 600.000,R$,600.000,,600000.0
"Rua Evaristo Pereira Escorsa, 385 ",Vila Antonieta,São Paulo,86,2,2,1,R$ 420.013,R$,420.013,,420013.0
,Vila Gea,São Paulo,200,3,3,3,R$ 850.000,R$,850.000,,850000.0
Rua Tomé Portes,Brooklin Paulista,São Paulo,480,4,6,3,R$ 1.900.000,R$,1.900.000,,1900000.0
,Cidade Jardim,São Paulo,600,4,7,6,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Martim de Sá,Vila Mariana,São Paulo,285,3,4,2,R$ 2.490.000,R$,2.490.000,,2490000.0
,Vila Gertrudes,São Paulo,110,3,2,1,R$ 700.000,R$,700.000,,700000.0
Avenida Morumbi,Morumbi,São Paulo,700,4,5,12,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Tucuna,Pompeia,São Paulo,340,5,3,8,R$ 2.300.000,R$,2.300.000,,2300000.0
,Bosque da Saúde,São Paulo,82,2,1,3,R$ 700.000,R$,700.000,,700000.0
"Rua Professor Lúcio Martins Rodrigues, 3773",,São Paulo,358,4,6,7,R$ 1.600.000,R$,1.600.000,,1600000.0
"Rua Luís Antônio dos Santos, 605 ",Santa Teresinha,São Paulo,240,4,3,3,R$ 950.000,R$,950.000,,950000.0
Avenida das Corujas,Sumarezinho,São Paulo,110,3,2,3,R$ 1.950.000,R$,1.950.000,,1950000.0
"Rua Timbó, , 130 ",Mooca,São Paulo,190,3,3,2,R$ 960.000,R$,960.000,,960000.0
Rua Bom Pastor,Ipiranga,São Paulo,114,2,1,1,R$ 852.000,R$,852.000,,852000.0
,Ipiranga,São Paulo,90,3,1,2,R$ 480.000,R$,480.000,,480000.0
Rua Cerveri de Girona,Jardim Morais Prado,São Paulo,125,2,2,2,R$ 180.000,R$,180.000,,180000.0
,Jardim Sabará,São Paulo,150,3,1,2,R$ 470.000,R$,470.000,,470000.0
,Vila Santa Clara,São Paulo,150,2,1,8,R$ 650.000,R$,650.000,,650000.0
Rua Caixanas,Jardim Guedala,São Paulo,712,4,8,4,R$ 5.800.000,R$,5.800.000,,5800000.0
Rua Comandante Ismael Guilherme,Jardim Luzitânia,São Paulo,600,3,3,4,R$ 12.000.000,R$,12.000.000,,12000000.0
Rua Mário Jorge,Alto da Lapa,São Paulo,120,2,2,2,R$ 930.000,R$,930.000,,930000.0
"Avenida Nova Cantareira, 5871 ",Tucuruvi,São Paulo,760,6,7,15,R$ 4.990.000,R$,4.990.000,,4990000.0
Avenida Córrego do Jacu,Itaquera,São Paulo,183,5,3,2,R$ 600.000,R$,600.000,,600000.0
Rua Dom Tomás Costa e Lima,Vila Tramontano,São Paulo,388,3,5,5,R$ 4.900.000,R$,4.900.000,,4900000.0
"Rua Santo Estácio, 404 ",Cidade Vargas,São Paulo,150,2,2,1,R$ 698.000,R$,698.000,,698000.0
Rua Alvilândia,Vila Madalena,São Paulo,380,7,5,2,R$ 2.900.000,R$,2.900.000,,2900000.0
Rua Coronel Augusto Machado,Jardim Vista Linda,São Paulo,200,3,4,3,R$ 759.000,R$,759.000,,759000.0
"Rua Doutor Cintra Gordinho, 0 ",Alto da Lapa,São Paulo,270,2,2,1,R$ 1.500.000,R$,1.500.000,,1500000.0
"Rua José Clemente, 221 ",Jardim Paulista,São Paulo,390,4,2,9,R$ 3.998.000,R$,3.998.000,,3998000.0
,Água Branca,São Paulo,350,4,5,7,R$ 2.500.000,R$,2.500.000,,2500000.0
,Vila Sao Paulo,São Paulo,142,3,1,2,R$ 750.000,R$,750.000,,750000.0
Rua Tomás da Fonseca,Alto da Mooca,São Paulo,151,3,2,4,R$ 1.145.000,R$,1.145.000,,1145000.0
,Jardim da Saúde,São Paulo,258,4,1,4,R$ 1.590.000,R$,1.590.000,,1590000.0
Rua Francisco José Oliveira,Interlagos,São Paulo,400,4,1,4,R$ 1.650.000,R$,1.650.000,,1650000.0
Rua Heloísa Camargo,Vila ESão Pauloerança,São Paulo,100,2,1,1,R$ 380.000,R$,380.000,,380000.0
Rua Paulo César Ferreira,Vila Guarani (Z Sul),São Paulo,108,2,1,2,R$ 450.000,R$,450.000,,450000.0
,Vila Monte Alegre,São Paulo,157,3,1,4,R$ 990.000,R$,990.000,,990000.0
,Morumbi,São Paulo,757,4,5,4,R$ 3.900.000,R$,3.900.000,,3900000.0
,Bosque da Saúde,São Paulo,126,3,1,3,R$ 795.000,R$,795.000,,795000.0
,Pinheiros,São Paulo,205,2,4,2,R$ 1.995.000,R$,1.995.000,,1995000.0
,Vila Inah,São Paulo,373,4,4,4,R$ 1.950.000,R$,1.950.000,,1950000.0
,Vila Santo Estéfano,São Paulo,145,2,1,2,R$ 630.000,R$,630.000,,630000.0
,Bosque da Saúde,São Paulo,131,2,1,2,R$ 750.000,R$,750.000,,750000.0
Rua Carlos Tiago Pereira,Bosque da Saúde,São Paulo,185,4,5,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Timboré,Jardim Oriental,São Paulo,165,3,4,6,R$ 670.000,R$,670.000,,670000.0
,Vila Gumercindo,São Paulo,115,2,1,1,R$ 354.000,R$,354.000,,354000.0
Rua Pedro Teixeira,Vila Olímpia,São Paulo,140,3,3,1,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Banibás,Alto de Pinheiros,São Paulo,255,3,5,4,R$ 2.800.000,R$,2.800.000,,2800000.0
"Rua Santa Beatriz, , 147 ",Jardim Ibitirama,São Paulo,105,3,2,4,R$ 890.000,R$,890.000,,890000.0
,Vila Santa Catarina,São Paulo,189,3,1,2,R$ 840.000,R$,840.000,,840000.0
,Bosque da Saúde,São Paulo,265,3,1,7,R$ 1.500.000,R$,1.500.000,,1500000.0
"Rua Parque da Fonte, 0 ",Barro Branco (Zona Norte),São Paulo,605,4,6,8,R$ 3.780.000,R$,3.780.000,,3780000.0
Rua Inocêncio Nogueira,Cidade Jardim,São Paulo,732,7,6,7,R$ 5.799.000,R$,5.799.000,,5799000.0
Rua Evezu,Alto de Pinheiros,São Paulo,248,3,3,4,R$ 1.800.000,R$,1.800.000,,1800000.0
Rua Nicola Pisano,Parque São Lucas,São Paulo,76,2,2,2,R$ 420.000,R$,420.000,,420000.0
Rua Desembargador Teodomiro Dias,Conjunto Residencial Butantã,São Paulo,173,3,3,3,R$ 740.000,R$,740.000,,740000.0
Rua Palmares,Brooklin Paulista,São Paulo,355,5,4,3,R$ 2.200.000,R$,2.200.000,,2200000.0
,Jardim Guedala,São Paulo,548,4,7,4,R$ 5.850.000,R$,5.850.000,,5850000.0
"Rua Manoel Alves de Azevedo, 125 ",Jardim São Luís,São Paulo,265,5,4,6,R$ 575.000,R$,575.000,,575000.0
Avenida Doutor Altino Arantes,Vila Clementino,São Paulo,350,3,6,8,R$ 7.000.000,R$,7.000.000,,7000000.0
"Rua Nelson de Godói Pereira, 150 ",Vila Santo Estevão,São Paulo,138,3,2,2,R$ 750.000,R$,750.000,,750000.0
,Morumbi,São Paulo,1100,5,6,16,R$ 7.000.000,R$,7.000.000,,7000000.0
,Vila Romano,São Paulo,152,3,2,2,R$ 850.000,R$,850.000,,850000.0
Rua Maria Lopes,Vila Rosa,São Paulo,90,3,3,2,R$ 459.000,R$,459.000,,459000.0
,Vila Tramontano,São Paulo,930,4,3,6,R$ 9.000.000,R$,9.000.000,,9000000.0
Rua Baturité,Aclimação,São Paulo,156,3,4,1,R$ 800.000,R$,800.000,,800000.0
,Jardim Paulista,São Paulo,500,4,3,3,R$ 5.700.000,R$,5.700.000,,5700000.0
"Rua Maurício de Castilho, 406 ",Vila Monumento,São Paulo,205,5,4,4,R$ 1.100.000,R$,1.100.000,,1100000.0
,Jardim Virginia Bianca,São Paulo,400,4,6,5,R$ 1.690.000,R$,1.690.000,,1690000.0
Rua Sônia Ribeiro,Brooklin,São Paulo,271,3,3,3,R$ 1.385.000,R$,1.385.000,,1385000.0
Rua Engenheiro Botelho Egas,Vila Vitório Mazzei,São Paulo,100,3,3,2,R$ 636.000,R$,636.000,,636000.0
Rua Guaniqué,Vila Natália,São Paulo,93,3,3,2,R$ 519.000,R$,519.000,,519000.0
,Planalto Paulista,São Paulo,200,3,5,2,R$ 850.000,R$,850.000,,850000.0
Rua Rocinha,Bosque da Saúde,São Paulo,200,3,4,2,R$ 1.800.000,R$,1.800.000,,1800000.0
,Sítio do Mandaqui,São Paulo,180,3,2,1,R$ 615.000,R$,615.000,,615000.0
Rua Cabureicica,Jardim do Campo,São Paulo,120,3,2,2,R$ 380.000,R$,380.000,,380000.0
Rua Visconde de Castro,Parque Colonial,São Paulo,140,3,3,2,R$ 1.300.000,R$,1.300.000,,1300000.0
Rua Comprida,Vila Mazzei,São Paulo,80,3,2,1,R$ 436.000,R$,436.000,,436000.0
Rua Muller Carioba,Jardim da Saúde,São Paulo,600,7,11,8,R$ 3.800.000,R$,3.800.000,,3800000.0
Rua Princesa Leopoldina,Alto da Lapa,São Paulo,150,3,4,4,R$ 1.600.000,R$,1.600.000,,1600000.0
,Vila Mariana,São Paulo,132,4,4,6,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Frei Rolim,Bosque da Saúde,São Paulo,226,3,5,4,R$ 920.000,R$,920.000,,920000.0
,Vila Gea,São Paulo,125,3,1,3,R$ 750.000,R$,750.000,,750000.0
Rua das Verbenas,Vila Lúcia,São Paulo,160,4,4,2,R$ 1.200.000,R$,1.200.000,,1200000.0
Rua Lázaro Sousa Martins,Água Branca,São Paulo,205,4,3,2,R$ 1.210.000,R$,1.210.000,,1210000.0
,Jardim Independência,São Paulo,75,2,2,1,R$ 400.000,R$,400.000,,400000.0
,Planalto Paulista,São Paulo,266,4,4,3,R$ 1.600.000,R$,1.600.000,,1600000.0
Praça Jesuíno Bandeira,Vila Romana,São Paulo,515,5,6,9,R$ 2.300.000,R$,2.300.000,,2300000.0
"Rua Lázaro José Gonçalves, , 192 ",Jardim Avelino,São Paulo,285,3,6,4,R$ 1.580.000,R$,1.580.000,,1580000.0
Rua Rino Levi,Jardim da Glória,São Paulo,250,3,6,4,R$ 2.400.000,R$,2.400.000,,2400000.0
"Rua Igaratá, , 265 ",Quinta da Paineira,São Paulo,130,2,2,2,R$ 630.000,R$,630.000,,630000.0
Rua Eden,Vila Inah,São Paulo,355,4,5,3,R$ 1.850.000,R$,1.850.000,,1850000.0
Rua Professor Nova Gomes,Vila Madalena,São Paulo,407,3,6,4,R$ 3.000.000,R$,3.000.000,,3000000.0
Rua Júlio Rua Perez,Campo Belo,São Paulo,145,3,3,2,R$ 1.280.000,R$,1.280.000,,1280000.0
Rua Itabaquara,Pacaembu,São Paulo,320,3,4,4,R$ 3.500.000,R$,3.500.000,,3500000.0
Rua Cotoxó,Perdizes,São Paulo,287,4,4,3,R$ 2.356.800,R$,2.356.800,,2356800.0
Rua Diogo Rodrigues Marques,Jardim Ernestina,São Paulo,137,3,3,2,R$ 580.000,R$,580.000,,580000.0
"Rua Território do Iguaçu, 89 ",Jabaquara,São Paulo,220,4,3,6,R$ 750.000,R$,750.000,,750000.0
Rua Benjamin Costa,Jardim Aeroporto,São Paulo,114,2,3,2,R$ 550.000,R$,550.000,,550000.0
"Rua Baía Grande, , 415 ",Vila Bela,São Paulo,120,3,1,10,R$ 650.000,R$,650.000,,650000.0
Rua Bom Pastor,Ipiranga,São Paulo,119,2,1,1,R$ 852.000,R$,852.000,,852000.0
,Vila Romana,São Paulo,147,3,2,2,R$ 780.000,R$,780.000,,780000.0
Rua José Figliolini,Vila Nilo,São Paulo,200,4,3,2,R$ 620.000,R$,620.000,,620000.0
Alameda dos Tacaúnas,Planalto Paulista,São Paulo,150,3,4,2,R$ 780.000,R$,780.000,,780000.0
"Rua Teixeira Pinto, 49 ",Jardim Paulista,São Paulo,360,3,2,6,R$ 2.980.000,R$,2.980.000,,2980000.0
Rua Aristeu Seixas,Morumbi,São Paulo,670,5,2,4,R$ 7.500.000,R$,7.500.000,,7500000.0
Avenida Lopes de Azevedo,Jardim Guedala,São Paulo,600,4,5,4,R$ 5.800.000,R$,5.800.000,,5800000.0
Rua Os Sertões,Jardim da Glória,São Paulo,105,3,4,2,R$ 1.010.000,R$,1.010.000,,1010000.0
Rua Vicente Dorsa,Jardim Prudência,São Paulo,150,4,2,3,R$ 2.000.000,R$,2.000.000,,2000000.0
,Vila Santo Estéfano,São Paulo,126,2,3,8,R$ 1.500.000,R$,1.500.000,,1500000.0
,Vila Gea,São Paulo,184,4,2,3,R$ 700.000,R$,700.000,,700000.0
Rua Massaim,Bosque da Saúde,São Paulo,111,2,3,2,R$ 890.000,R$,890.000,,890000.0
Rua Cotoxó,Perdizes,São Paulo,255,4,4,3,R$ 2.868.500,R$,2.868.500,,2868500.0
Rua André Gouveia,Aclimação,São Paulo,199,3,4,3,R$ 1.930.000,R$,1.930.000,,1930000.0
Rua Almirante Lobo,Ipiranga,São Paulo,130,3,3,1,R$ 695.000,R$,695.000,,695000.0
Rua Marcelino Champagnat,Jardim da Glória,São Paulo,600,4,4,5,R$ 2.000.000,R$,2.000.000,,2000000.0
Rua Alfredo Trindade Moreira,Vila Gertrudes,São Paulo,280,4,4,3,R$ 2.150.000,R$,2.150.000,,2150000.0
Rua Francisco Correia Dutra,Jardim Maria Luiza,São Paulo,220,3,1,3,R$ 900.000,R$,900.000,,900000.0
,Vila Nova Pauliceia,São Paulo,100,2,1,6,R$ 480.000,R$,480.000,,480000.0
"Rua Itaguara, 100 ",Cidade Vargas,São Paulo,400,6,5,4,R$ 1.300.000,R$,1.300.000,,1300000.0
"Rua Grécia, 23 ",Jardim Europa,São Paulo,280,5,7,4,R$ 4.790.000,R$,4.790.000,,4790000.0
Rua Padre Clemente Segura,Limoeiro,São Paulo,200,3,3,2,R$ 450.000,R$,450.000,,450000.0
Rua Atlântica,Jardim América,São Paulo,600,4,5,7,R$ 27.000.000,R$,27.000.000,,27000000.0
Rua Comandante Ismael Guilherme,Jardim Luzitânia,São Paulo,600,3,1,4,R$ 12.000.000,R$,12.000.000,,12000000.0
Avenida Ramalho Ortigão,Vila Gumercindo,São Paulo,84,2,3,2,R$ 745.000,R$,745.000,,745000.0
Rua Diogo Rodrigues Marques,Jardim Ernestina,São Paulo,250,4,3,4,R$ 1.500.000,R$,1.500.000,,1500000.0
Rua Domingos Osvaldo Bataglia,Mirandópolis,São Paulo,280,3,6,3,R$ 1.600.000,R$,1.600.000,,1600000.0
"Rua Miguel Langone, 383 ",Itaquera,São Paulo,270,3,2,2,R$ 360.000,R$,360.000,,360000.0
Rua Camundo,Planalto Paulista,São Paulo,155,3,4,3,R$ 770.000,R$,770.000,,770000.0
"Rua Atibaia, 100 ",Pacaembu,São Paulo,570,3,6,6,R$ 3.600.000,R$,3.600.000,,3600000.0
Rua Penápolis,Pacaembu,São Paulo,305,3,2,4,R$ 2.900.000,R$,2.900.000,,2900000.0
"Avenida Professor João de Lorenzo, 369 ",Jardim São Jorge (Raposo Tavares),São Paulo,62,2,1,2,R$ 335.004,R$,335.004,,335004.0
Rua Nova Pátria,Bosque da Saúde,São Paulo,210,3,4,4,R$ 1.180.000,R$,1.180.000,,1180000.0
Rua Carlos dos Santos,Jardim Brasil (Zona Norte),São Paulo,122,2,2,2,R$ 585.000,R$,585.000,,585000.0
Avenida Amarilis,Cidade Jardim,São Paulo,845,4,5,8,R$ 5.900.000,R$,5.900.000,,5900000.0
Rua Ucaiari,Alto da Lapa,São Paulo,300,4,3,2,R$ 742.000,R$,742.000,,742000.0
"Avenida Albert Einstein, 1009 ",Jardim Leonor,São Paulo,450,4,5,4,R$ 1.682.000,R$,1.682.000,,1682000.0
Rua Pedro,Vila Albertina,São Paulo,320,3,3,8,R$ 3.000.000,R$,3.000.000,,3000000.0
